,t,ax,ay,az,gx,gy,gz
0,0.0023899078369140625,-216,-1042,16640,2,-1,-1
1,0.004770040512084961,-216,-1042,16640,2,-1,-1
2,0.0071485042572021484,-216,-1042,16640,2,-1,-1
3,0.00952601432800293,-214,-1042,16649,2,0,-1
4,0.011904716491699219,-214,-1042,16649,2,0,-1
5,0.014289140701293945,-214,-1042,16649,2,0,-1
6,0.016666412353515625,-214,-1052,16659,2,-1,0
7,0.019044160842895508,-214,-1052,16659,2,-1,0
8,0.021421194076538086,-214,-1052,16659,2,-1,0
9,0.02379894256591797,-216,-1056,16671,2,-1,0
10,0.026175975799560547,-216,-1056,16671,2,-1,0
11,0.028553009033203125,-216,-1056,16671,1,0,0
12,0.030930280685424805,-212,-1060,16658,1,0,0
13,0.033308982849121094,-212,-1060,16658,1,0,0
14,0.03568720817565918,-212,-1060,16658,1,0,-1
15,0.03806471824645996,-216,-1068,16657,1,0,-1
16,0.04044222831726074,-216,-1068,16657,1,0,-1
17,0.04282021522521973,-216,-1068,16657,1,0,-2
18,0.04519796371459961,-222,-1064,16654,1,0,-2
19,0.047574758529663086,-222,-1064,16654,1,0,-2
20,0.04995131492614746,-222,-1064,16654,1,0,-1
21,0.052329063415527344,-218,-1057,16659,1,0,-1
22,0.05470728874206543,-218,-1057,16659,1,0,-1
23,0.05708479881286621,-218,-1057,16659,1,1,-1
24,0.05946207046508789,-216,-1059,16653,1,1,-1
25,0.06183958053588867,-216,-1059,16653,1,1,-1
26,0.06421709060668945,-216,-1059,16653,1,0,0
27,0.06659507751464844,-221,-1050,16652,1,0,0
28,0.06897282600402832,-221,-1050,16652,1,0,0
29,0.0713510513305664,-216,-1045,16649,1,0,-1
30,0.07372832298278809,-216,-1045,16649,1,0,-1
31,0.07610654830932617,-216,-1045,16649,1,0,-1
32,0.07848477363586426,-217,-1034,16641,2,0,1
33,0.08086228370666504,-217,-1034,16641,2,0,1
34,0.08323931694030762,-217,-1034,16641,2,0,1
35,0.08561539649963379,-221,-1033,16639,1,1,1
36,0.08799242973327637,-221,-1033,16639,1,1,1
37,0.09037041664123535,-221,-1033,16639,1,1,1
38,0.09274625778198242,-223,-1033,16640,1,0,0
39,0.095123291015625,-223,-1033,16640,1,0,0
40,0.09750032424926758,-223,-1033,16640,1,0,0
41,0.09987854957580566,-216,-1041,16643,1,0,-1
42,0.10225629806518555,-216,-1041,16643,1,0,-1
43,0.10463309288024902,-216,-1041,16643,1,0,-1
44,0.1070103645324707,-219,-1049,16650,1,1,-1
45,0.10938715934753418,-219,-1049,16650,1,1,-1
46,0.11176371574401855,-219,-1049,16650,1,1,-1
47,0.11417436599731445,-218,-1047,16655,1,1,-1
48,0.11655521392822266,-218,-1047,16655,1,1,-1
49,0.11893224716186523,-218,-1047,16655,1,1,-1
50,0.12130880355834961,-218,-1048,16656,1,2,-2
51,0.12368559837341309,-218,-1048,16656,1,2,-2
52,0.12606310844421387,-218,-1048,16656,1,2,0
53,0.12844085693359375,-214,-1036,16659,1,2,0
54,0.13081860542297363,-214,-1036,16659,1,2,0
55,0.1331958770751953,-214,-1036,16659,1,2,-1
56,0.1355724334716797,-219,-1040,16663,1,2,-1
57,0.13794875144958496,-219,-1040,16663,1,2,-1
58,0.14032578468322754,-219,-1040,16663,2,2,-1
59,0.14270234107971191,-222,-1037,16666,2,2,-1
60,0.1450786590576172,-222,-1037,16666,2,2,-1
61,0.14745450019836426,-222,-1037,16666,1,1,0
62,0.14983129501342773,-213,-1046,16651,1,1,0
63,0.15220928192138672,-213,-1046,16651,1,1,0
64,0.1545858383178711,-213,-1046,16651,2,1,0
65,0.15696215629577637,-216,-1050,16657,2,1,0
66,0.15933871269226074,-216,-1050,16657,2,1,0
67,0.16171503067016602,-216,-1050,16657,2,1,1
68,0.1640932559967041,-224,-1051,16665,2,1,1
69,0.16647100448608398,-224,-1051,16665,2,1,1
70,0.16884779930114746,-224,-1051,16665,3,1,-1
71,0.17122387886047363,-230,-1047,16654,3,1,-1
72,0.1735997200012207,-230,-1047,16654,3,1,-1
73,0.17597627639770508,-235,-1046,16653,3,0,-1
74,0.17835402488708496,-235,-1046,16653,3,0,-1
75,0.18072915077209473,-235,-1046,16653,3,0,-1
76,0.1831057071685791,-235,-1039,16641,2,1,-1
