,t,ax,ay,az,gx,gy,gz
0,0.002384662628173828,-1041,-3810,15351,-1719,469,-1863
1,0.004764080047607422,-1041,-3810,15351,-1719,469,-1863
2,0.007140159606933594,-1041,-3810,15351,-1719,469,-1863
3,0.009516477584838867,-1230,-4115,15035,-1764,60,-1674
4,0.01189279556274414,-1230,-4115,15035,-1764,60,-1674
5,0.014268875122070312,-1230,-4115,15035,-1764,60,-1674
6,0.01664447784423828,-1026,-4967,15767,-1701,-374,-1453
7,0.01902008056640625,-1026,-4967,15767,-1701,-374,-1453
8,0.021395444869995117,-1026,-4967,15767,-1701,-374,-1453
9,0.02377176284790039,218,-5491,15702,-1449,-546,-1142
10,0.02614760398864746,218,-5491,15702,-1449,-546,-1142
11,0.028522729873657227,218,-5491,15702,-1143,-457,-849
12,0.0308990478515625,1107,-5757,15647,-1143,-457,-849
13,0.03327608108520508,1107,-5757,15647,-1143,-457,-849
14,0.035651445388793945,1107,-5757,15647,-729,-138,-517
15,0.038027286529541016,1752,-5966,15580,-729,-138,-517
16,0.04040265083312988,1752,-5966,15580,-729,-138,-517
17,0.04277849197387695,1752,-5966,15580,-198,209,-238
18,0.04515409469604492,873,-6144,15891,-198,209,-238
19,0.04754972457885742,873,-6144,15891,-198,209,-238
20,0.04993081092834473,873,-6144,15891,251,326,29
21,0.05230450630187988,355,-6483,15253,251,326,29
22,0.05467987060546875,355,-6483,15253,251,326,29
23,0.057054758071899414,355,-6483,15253,867,392,204
24,0.05942988395690918,37,-6622,14802,867,392,204
25,0.06180596351623535,37,-6622,14802,867,392,204
26,0.06418085098266602,37,-6622,14802,1527,386,360
27,0.06655716896057129,-722,-4829,15231,1527,386,360
28,0.06893181800842285,-722,-4829,15231,1527,386,360
29,0.07130670547485352,-1407,-3118,15422,1561,83,507
30,0.07368278503417969,-1407,-3118,15422,1561,83,507
31,0.07605719566345215,-1407,-3118,15422,1561,83,507
32,0.07843232154846191,-2432,-2033,16667,982,-522,663
33,0.08080744743347168,-2432,-2033,16667,982,-522,663
34,0.08318305015563965,-2432,-2033,16667,982,-522,663
35,0.08555912971496582,-1195,-1648,17434,422,-1140,814
36,0.08793330192565918,-1195,-1648,17434,422,-1140,814
37,0.09030866622924805,-1195,-1648,17434,422,-1140,814
38,0.09268426895141602,-171,-1936,17468,-114,-1316,839
39,0.09505987167358398,-171,-1936,17468,-114,-1316,839
40,0.09743428230285645,-171,-1936,17468,-114,-1316,839
41,0.09981036186218262,677,-2273,17409,-521,-1017,656
42,0.10218572616577148,677,-2273,17409,-521,-1017,656
43,0.10456061363220215,677,-2273,17409,-521,-1017,656
44,0.10693597793579102,881,-2577,17224,-857,-365,265
45,0.10931134223937988,881,-2577,17224,-857,-365,265
46,0.11168670654296875,881,-2577,17224,-857,-365,265
47,0.11406183242797852,944,-2962,16987,-1032,304,-157
48,0.11643719673156738,944,-2962,16987,-1032,304,-157
49,0.11881279945373535,944,-2962,16987,-1032,304,-157
50,0.12118792533874512,-451,-2437,17002,-1020,736,-580
51,0.12356328964233398,-451,-2437,17002,-1020,736,-580
52,0.12593984603881836,-451,-2437,17002,-1020,736,-580
53,0.12831497192382812,-1424,-2465,16144,-1116,733,-938
54,0.1306908130645752,-1424,-2465,16144,-1116,733,-938
55,0.13306546211242676,-1424,-2465,16144,-1219,522,-1181
56,0.13544154167175293,-1699,-2952,15535,-1219,522,-1181
57,0.1378190517425537,-1699,-2952,15535,-1219,522,-1181
58,0.14019250869750977,-1699,-2952,15535,-1226,199,-1385
59,0.14256763458251953,-1223,-4269,15809,-1226,199,-1385
60,0.1449425220489502,-1223,-4269,15809,-1226,199,-1385
61,0.14731812477111816,-1223,-4269,15809,-1127,153,-1486
62,0.14969420433044434,302,-4765,15978,-1127,153,-1486
63,0.1520686149597168,302,-4765,15978,-1127,153,-1486
64,0.15444421768188477,302,-4765,15978,-1000,411,-1442
65,0.15682005882263184,636,-4543,16478,-1000,411,-1442
66,0.1591951847076416,636,-4543,16478,-1000,411,-1442
67,0.16157126426696777,636,-4543,16478,-789,563,-1280
68,0.16394662857055664,230,-3880,16146,-789,563,-1280
69,0.1663217544555664,230,-3880,16146,-789,563,-1280
70,0.16869688034057617,230,-3880,16146,-618,531,-1082
71,0.17107248306274414,-28,-3569,15925,-618,531,-1082
72,0.1734480857849121,-28,-3569,15925,-618,531,-1082
73,0.17582345008850098,-121,-3083,15661,-507,364,-966
74,0.17819857597351074,-121,-3083,15661,-507,364,-966
75,0.1805739402770996,-121,-3083,15661,-507,364,-966
76,0.18294715881347656,-199,-2910,15682,-420,127,-923
77,0.1853172779083252,-199,-2910,15682,-420,127,-923
78,0.18769359588623047,-199,-2910,15682,-420,127,-923
79,0.19006991386413574,-99,-4157,16029,-284,-89,-1026
80,0.1924450397491455,-99,-4157,16029,-284,-89,-1026
81,0.19481968879699707,-99,-4157,16029,-284,-89,-1026
82,0.19719529151916504,427,-4494,16410,-73,110,-1115
83,0.1995713710784912,427,-4494,16410,-73,110,-1115
84,0.20194768905639648,427,-4494,16410,-73,110,-1115
85,0.20432209968566895,363,-4330,15991,286,397,-1303
86,0.2066967487335205,363,-4330,15991,286,397,-1303
87,0.20907115936279297,363,-4330,15991,286,397,-1303
88,0.21144652366638184,385,-4197,15696,681,572,-1523
89,0.2138216495513916,385,-4197,15696,681,572,-1523
90,0.21619558334350586,385,-4197,15696,681,572,-1523
91,0.21857070922851562,-42,-4020,15786,1067,649,-1747
92,0.2209453582763672,-42,-4020,15786,1067,649,-1747
93,0.22332310676574707,-42,-4020,15786,1067,649,-1747
94,0.22569894790649414,-447,-4306,15801,1195,605,-1897
95,0.2280728816986084,-447,-4306,15801,1195,605,-1897
96,0.23044848442077637,-447,-4306,15801,1195,605,-1897
97,0.23282408714294434,-1051,-4833,15772,1218,505,-1953
98,0.2351994514465332,-1051,-4833,15772,1218,505,-1953
99,0.23757529258728027,-1051,-4833,15772,1211,401,-1899
100,0.23994970321655273,-1402,-5012,15670,1211,401,-1899
101,0.2423248291015625,-1402,-5012,15670,1211,401,-1899
102,0.24470019340515137,-1402,-5012,15670,1185,255,-1700
103,0.24707531929016113,-1419,-4739,15717,1185,255,-1700
104,0.2494497299194336,-1419,-4739,15717,1185,255,-1700
105,0.25182509422302246,-1419,-4739,15717,1090,70,-1412
106,0.25420093536376953,-1381,-4583,15803,1090,70,-1412
107,0.2565755844116211,-1381,-4583,15803,1090,70,-1412
108,0.25895071029663086,-1381,-4583,15803,956,-134,-1150
109,0.26132869720458984,-531,-4538,16311,956,-134,-1150
110,0.2637040615081787,-531,-4538,16311,956,-134,-1150
111,0.2660794258117676,-531,-4538,16311,924,-14,-860
112,0.26845431327819824,161,-4367,16604,924,-14,-860
113,0.2708299160003662,161,-4367,16604,924,-14,-860
114,0.273205041885376,161,-4367,16604,788,45,-659
115,0.27557992935180664,-134,-3867,16545,788,45,-659
116,0.27796435356140137,-134,-3867,16545,788,45,-659
117,0.28033995628356934,-134,-3867,16545,525,-17,-490
118,0.2827150821685791,-909,-2892,16734,525,-17,-490
119,0.28508996963500977,-909,-2892,16734,525,-17,-490
120,0.28746652603149414,65,-2859,17002,136,-181,-354
121,0.2898433208465576,65,-2859,17002,136,-181,-354
122,0.2922224998474121,65,-2859,17002,136,-181,-354
123,0.2945976257324219,105,-3008,17061,-143,-18,-285
124,0.29697275161743164,105,-3008,17061,-143,-18,-285
125,0.2993481159210205,105,-3008,17061,-143,-18,-285
126,0.3017241954803467,-513,-2724,16702,-385,49,-279
127,0.30409860610961914,-513,-2724,16702,-385,49,-279
128,0.3064744472503662,-513,-2724,16702,-385,49,-279
129,0.308851957321167,-931,-2853,16357,-617,-6,-351
130,0.31122732162475586,-931,-2853,16357,-617,-6,-351
131,0.31360411643981934,-931,-2853,16357,-617,-6,-351
132,0.3159797191619873,-247,-3392,16537,-685,21,-503
133,0.31835508346557617,-247,-3392,16537,-685,21,-503
134,0.32072949409484863,-247,-3392,16537,-685,21,-503
135,0.3231046199798584,-526,-3335,16264,-593,140,-676
136,0.32548069953918457,-526,-3335,16264,-593,140,-676
137,0.32785654067993164,-526,-3335,16264,-593,140,-676
138,0.3302316665649414,-702,-3429,16008,-507,143,-822
139,0.33260655403137207,-702,-3429,16008,-507,143,-822
140,0.33498239517211914,-702,-3429,16008,-507,143,-822
141,0.3373572826385498,-325,-3954,16139,-420,81,-917
142,0.33973264694213867,-325,-3954,16139,-420,81,-917
143,0.34210824966430664,-325,-3954,16139,-420,81,-917
144,0.3444831371307373,-97,-3976,16166,-290,165,-910
145,0.34685802459716797,-97,-3976,16166,-290,165,-910
146,0.34923291206359863,-97,-3976,16166,-194,161,-832
147,0.3516089916229248,-315,-3915,16017,-194,161,-832
