0.174540, -3.362207,-8.329995,171.156515,1116.000000,1443.000000,16508.000000,-127.000000,17.000000,-29.000000
0.349461, -5.676405,-14.789901,162.927741,1051.000000,1383.000000,16614.000000,55.000000,11.000000,-122.000000
0.524277, -7.228495,-19.541634,155.421767,1393.000000,1403.000000,16757.000000,-29.000000,82.000000,-81.000000
0.699061, -8.000732,-22.559248,148.526107,1297.000000,1375.000000,16650.000000,-42.000000,47.000000,-73.000000
0.873828, -8.047746,-24.354723,142.225382,1378.000000,1439.000000,16674.000000,-42.000000,68.000000,-26.000000
1.052190, -7.531729,-25.092248,136.172876,1262.000000,1386.000000,16650.000000,-8.000000,123.000000,-46.000000
1.226880, -6.759857,-25.327018,130.376254,1390.000000,1280.000000,16590.000000,-37.000000,34.000000,-33.000000
1.401436, -5.595356,-24.826004,124.858978,1202.000000,1414.000000,16812.000000,0.000000,94.000000,-42.000000
1.576336, -4.319109,-24.158690,119.615892,1369.000000,1432.000000,16738.000000,-17.000000,46.000000,-56.000000
1.750987, -3.115824,-23.167305,114.802819,1290.000000,1404.000000,16628.000000,-50.000000,51.000000,-23.000000
1.925561, -1.734561,-21.788162,110.351427,1183.000000,1560.000000,16719.000000,26.000000,109.000000,-28.000000
2.100128, -0.681227,-20.661807,106.211047,1380.000000,1140.000000,16563.000000,79.000000,51.000000,-51.000000
2.274698, 0.340668,-19.478317,102.262512,1292.000000,1564.000000,16626.000000,-116.000000,-35.000000,-90.000000
2.449222, 1.181903,-18.332085,98.902740,1546.000000,1504.000000,16500.000000,-96.000000,34.000000,12.000000
2.623745, 1.824116,-16.843846,96.066949,1504.000000,1241.000000,16469.000000,10.000000,209.000000,57.000000
2.798331, 2.537214,-15.327865,93.450434,1167.000000,1447.000000,16847.000000,27.000000,118.000000,41.000000
2.972934, 3.197588,-14.462719,90.899810,1615.000000,1608.000000,16882.000000,-41.000000,18.000000,-29.000000
3.147501, 3.798052,-13.517736,88.664151,1697.000000,1552.000000,16105.000000,-15.000000,103.000000,-114.000000
3.322040, 4.789991,-12.533669,86.506092,1739.000000,1944.000000,16544.000000,140.000000,149.000000,-218.000000
3.499210, 4.723863,-11.802831,85.046917,1876.000000,1469.000000,17131.000000,-126.000000,75.000000,2.000000
3.675079, 3.978446,-10.936994,84.167364,2126.000000,434.000000,16598.000000,-68.000000,319.000000,37.000000
3.849745, 3.671746,-10.679736,83.269147,2211.000000,774.000000,16478.000000,-66.000000,39.000000,27.000000
4.101928, 3.373049,-10.263132,82.467484,1500.000000,946.000000,17071.000000,-162.000000,-173.000000,177.000000
4.358083, 4.074307,-9.173820,81.913121,1294.000000,1848.000000,17329.000000,72.000000,149.000000,233.000000
4.616266, 4.961395,-8.295858,80.876880,1419.000000,2231.000000,16196.000000,-12.000000,216.000000,-138.000000
4.866577, 4.553987,-7.390794,79.878518,1267.000000,1022.000000,17283.000000,-127.000000,118.000000,-428.000000
5.116856, 4.110152,-6.335611,79.258940,676.000000,634.000000,17069.000000,11.000000,99.000000,-165.000000
5.366039, 3.946802,-5.635580,78.855847,954.000000,951.000000,16363.000000,-23.000000,261.000000,156.000000
5.616075, 3.395834,-5.432286,78.262946,1030.000000,925.000000,17336.000000,-289.000000,64.000000,140.000000
5.865468, 3.720328,-4.527797,77.633404,284.000000,1070.000000,16429.000000,127.000000,227.000000,152.000000
6.114699, 4.258100,-4.034629,76.761085,69.000000,1508.000000,16648.000000,92.000000,-51.000000,26.000000
6.363966, 4.473456,-3.149712,75.400603,-212.000000,1676.000000,17538.000000,-108.000000,85.000000,-397.000000
6.613165, 4.542577,-3.012673,74.564655,364.000000,1439.000000,16671.000000,-77.000000,-25.000000,-110.000000
6.862421, 4.221032,-2.905402,74.161028,411.000000,1012.000000,16688.000000,-92.000000,-56.000000,16.000000
7.111764, 4.113603,-2.727810,73.882884,798.000000,1091.000000,16681.000000,-26.000000,182.000000,19.000000
7.361300, 3.969521,-2.403659,73.849769,895.000000,1081.000000,16836.000000,-37.000000,283.000000,-4.000000
7.610706, 3.631867,-2.069856,73.996463,538.000000,846.000000,16751.000000,-63.000000,124.000000,25.000000
7.860099, 3.471541,-1.729113,73.993172,277.000000,866.000000,16792.000000,-11.000000,78.000000,19.000000
8.109447, 3.224069,-1.253322,74.145401,-49.000000,844.000000,16741.000000,-84.000000,76.000000,158.000000
