-5.080169,-8.713520,177.149860,74.000000,-416.000000,16711.000000,1.000000,1.000000,0.000000
-8.544071,-13.170412,175.699809,79.000000,-415.000000,16731.000000,0.000000,2.000000,0.000000
-10.741922,-15.098238,174.735528,73.000000,-395.000000,16641.000000,4.000000,2.000000,2.000000
-12.108162,-15.813310,173.894340,71.000000,-423.000000,16712.000000,2.000000,4.000000,-2.000000
-12.848933,-16.033917,173.085017,149.000000,-381.000000,16748.000000,0.000000,0.000000,0.000000
-13.347013,-16.090564,172.245903,80.000000,-401.000000,16726.000000,1.000000,0.000000,1.000000
-13.513643,-15.951990,171.432180,74.000000,-401.000000,16736.000000,2.000000,0.000000,1.000000
-13.654813,-15.927165,170.584178,114.000000,-418.000000,16708.000000,1.000000,0.000000,2.000000
-13.629716,-15.831047,169.735458,91.000000,-403.000000,16736.000000,1.000000,2.000000,-1.000000
-13.579367,-15.727032,168.870462,91.000000,-398.000000,16739.000000,1.000000,5.000000,0.000000
-13.511042,-15.724577,167.986386,91.000000,-396.000000,16718.000000,0.000000,1.000000,0.000000
-13.491918,-15.775084,167.052221,91.000000,-382.000000,16731.000000,-1.000000,2.000000,0.000000
-13.365210,-15.679111,166.145597,82.000000,-392.000000,16730.000000,2.000000,1.000000,2.000000
-13.199385,-15.598484,165.240640,87.000000,-393.000000,16723.000000,1.000000,2.000000,1.000000
-13.096580,-15.696447,164.296072,71.000000,-412.000000,16725.000000,0.000000,0.000000,-1.000000
-12.981294,-15.692889,163.348090,85.000000,-411.000000,16723.000000,1.000000,0.000000,1.000000
-12.913508,-15.818156,162.338165,78.000000,-400.000000,16715.000000,2.000000,3.000000,0.000000
-12.750799,-15.680516,161.365584,83.000000,-396.000000,16722.000000,4.000000,0.000000,1.000000
-12.577068,-15.730362,160.373007,75.000000,-401.000000,16733.000000,1.000000,0.000000,0.000000
-12.373757,-15.715723,159.393685,77.000000,-404.000000,16698.000000,-2.000000,0.000000,0.000000
-12.190686,-15.740228,158.392216,80.000000,-402.000000,16709.000000,2.000000,2.000000,1.000000
-12.041504,-15.738949,157.365360,79.000000,-403.000000,16707.000000,0.000000,2.000000,-1.000000
-11.862562,-15.767733,156.334425,105.000000,-400.000000,16723.000000,1.000000,1.000000,0.000000
-11.675239,-15.797947,155.295579,110.000000,-398.000000,16713.000000,1.000000,1.000000,1.000000
-11.525837,-15.783120,154.229525,78.000000,-407.000000,16710.000000,1.000000,0.000000,-1.000000
-11.329976,-15.786038,153.153374,86.000000,-382.000000,16713.000000,2.000000,0.000000,0.000000
-11.105261,-15.715360,152.107657,83.000000,-402.000000,16710.000000,0.000000,1.000000,0.000000
-10.920793,-15.770885,151.017260,108.000000,-404.000000,16694.000000,2.000000,1.000000,0.000000
-10.717596,-15.719267,149.925309,71.000000,-390.000000,16710.000000,2.000000,2.000000,0.000000
-10.574640,-15.896460,148.741260,64.000000,-397.000000,16685.000000,1.000000,2.000000,-1.000000
-10.381691,-15.832791,147.622695,78.000000,-418.000000,16716.000000,1.000000,1.000000,1.000000
-10.169893,-15.868263,146.461572,94.000000,-388.000000,16705.000000,1.000000,1.000000,0.000000
-9.961699,-15.879317,145.298904,79.000000,-405.000000,16707.000000,1.000000,0.000000,1.000000
-9.730239,-15.863526,144.138941,81.000000,-400.000000,16716.000000,0.000000,2.000000,1.000000
-9.512587,-15.871114,142.954231,106.000000,-396.000000,16700.000000,0.000000,1.000000,1.000000
-9.262073,-15.773960,141.820703,117.000000,-417.000000,16713.000000,2.000000,1.000000,0.000000
-9.032163,-15.733003,140.643911,111.000000,-401.000000,16728.000000,2.000000,2.000000,1.000000
-8.803970,-15.637417,139.481451,82.000000,-415.000000,16697.000000,0.000000,1.000000,1.000000
-8.581432,-15.602175,138.282812,100.000000,-405.000000,16697.000000,2.000000,1.000000,1.000000
-8.392963,-15.568765,137.041820,94.000000,-409.000000,16691.000000,0.000000,0.000000,1.000000
-8.142417,-15.435354,135.839719,108.000000,-380.000000,16706.000000,1.000000,1.000000,1.000000
-7.900996,-15.282662,134.634595,90.000000,-385.000000,16707.000000,1.000000,1.000000,0.000000
-7.691569,-15.344467,133.339471,79.000000,-408.000000,16706.000000,2.000000,-1.000000,0.000000
-7.431307,-15.245179,132.104492,77.000000,-388.000000,16728.000000,1.000000,2.000000,0.000000
-7.191904,-15.157653,130.864806,83.000000,-403.000000,16696.000000,1.000000,0.000000,2.000000
-6.917276,-15.123699,129.621977,90.000000,-391.000000,16706.000000,2.000000,0.000000,1.000000
-6.700167,-15.022869,128.349211,89.000000,-406.000000,16709.000000,3.000000,0.000000,1.000000
-6.454236,-14.866010,127.101831,99.000000,-382.000000,16716.000000,0.000000,1.000000,1.000000
-6.208270,-14.746733,125.866037,87.000000,-407.000000,16728.000000,2.000000,0.000000,2.000000
-5.955369,-14.573132,124.643324,106.000000,-384.000000,16733.000000,1.000000,1.000000,1.000000
-5.722810,-14.423779,123.393488,98.000000,-392.000000,16725.000000,2.000000,1.000000,0.000000
-5.507350,-14.208139,122.178384,80.000000,-416.000000,16735.000000,2.000000,0.000000,0.000000
-5.255887,-14.128898,120.920816,93.000000,-390.000000,16735.000000,1.000000,0.000000,-1.000000
-5.002427,-13.958209,119.734638,89.000000,-399.000000,16732.000000,1.000000,0.000000,0.000000
-4.754576,-13.837981,118.538085,96.000000,-402.000000,16751.000000,2.000000,1.000000,2.000000
-4.529510,-13.725369,117.285409,88.000000,-391.000000,16762.000000,2.000000,1.000000,1.000000
-4.322438,-13.523389,116.077680,70.000000,-403.000000,16759.000000,-2.000000,0.000000,0.000000
-4.102517,-13.322405,114.879862,84.000000,-390.000000,16759.000000,0.000000,1.000000,-1.000000
-3.888899,-13.119504,113.704846,72.000000,-404.000000,16742.000000,2.000000,1.000000,0.000000
-3.671410,-13.029904,112.465543,82.000000,-396.000000,16723.000000,0.000000,0.000000,-1.000000
-3.475350,-12.950560,111.202276,79.000000,-420.000000,16729.000000,1.000000,0.000000,-1.000000
-3.279046,-12.691825,110.056334,98.000000,-403.000000,16716.000000,2.000000,1.000000,0.000000
-3.079297,-12.479885,108.892607,85.000000,-397.000000,16721.000000,1.000000,2.000000,0.000000
-2.913380,-12.184595,107.765123,67.000000,-411.000000,16712.000000,2.000000,1.000000,1.000000
-2.710279,-12.054519,106.575649,70.000000,-396.000000,16711.000000,0.000000,2.000000,-1.000000
-2.527619,-11.798506,105.479669,67.000000,-400.000000,16708.000000,2.000000,1.000000,-1.000000
-2.362421,-11.609974,104.351275,91.000000,-408.000000,16699.000000,1.000000,0.000000,0.000000
-2.213744,-11.315089,103.278407,72.000000,-401.000000,16720.000000,2.000000,0.000000,2.000000
-2.060594,-11.143327,102.186401,92.000000,-419.000000,16719.000000,0.000000,1.000000,1.000000
-1.901487,-10.936738,101.117240,103.000000,-394.000000,16724.000000,0.000000,1.000000,0.000000
-1.742232,-10.734984,100.039450,87.000000,-388.000000,16721.000000,2.000000,3.000000,2.000000
-1.611043,-10.476720,99.007440,74.000000,-399.000000,16719.000000,1.000000,2.000000,2.000000
-1.475793,-10.338607,97.911631,89.000000,-409.000000,16698.000000,0.000000,0.000000,2.000000
-1.358350,-10.138651,96.857242,81.000000,-419.000000,16689.000000,2.000000,1.000000,2.000000
-1.265824,-9.796413,95.919027,72.000000,-413.000000,16694.000000,2.000000,1.000000,-1.000000
-1.164446,-9.528740,94.975595,74.000000,-412.000000,16708.000000,1.000000,0.000000,-1.000000
-1.068338,-9.261522,94.043757,78.000000,-404.000000,16719.000000,1.000000,1.000000,0.000000
-0.949646,-9.122741,93.063232,72.000000,-410.000000,16708.000000,0.000000,0.000000,1.000000
-0.849410,-8.920823,92.130692,78.000000,-405.000000,16690.000000,1.000000,1.000000,0.000000
-0.743009,-8.745520,91.181381,50.000000,-401.000000,16701.000000,-1.000000,0.000000,0.000000
-0.652997,-8.567145,90.257344,79.000000,-408.000000,16712.000000,1.000000,0.000000,-1.000000
-0.604399,-8.229811,89.441488,66.000000,-394.000000,16697.000000,0.000000,1.000000,0.000000
-0.506898,-8.066475,88.547398,70.000000,-385.000000,16684.000000,1.000000,0.000000,-1.000000
-0.472186,-7.758461,87.776401,90.000000,-392.000000,16698.000000,1.000000,0.000000,0.000000
-0.416922,-7.615406,86.930551,61.000000,-427.000000,16670.000000,-2.000000,1.000000,2.000000
-0.371346,-7.413410,86.121358,69.000000,-417.000000,16705.000000,2.000000,0.000000,-1.000000
-0.349690,-7.128744,85.403934,69.000000,-407.000000,16713.000000,0.000000,2.000000,0.000000
-0.319055,-6.940843,84.671824,116.000000,-409.000000,16695.000000,0.000000,1.000000,1.000000
-0.260456,-6.778152,83.920023,77.000000,-393.000000,16707.000000,1.000000,0.000000,1.000000
-0.256205,-6.536504,83.235861,83.000000,-417.000000,16714.000000,1.000000,2.000000,1.000000
-0.232847,-6.379557,82.534923,85.000000,-425.000000,16691.000000,1.000000,0.000000,0.000000
-0.210697,-6.219658,81.845896,86.000000,-419.000000,16736.000000,-1.000000,1.000000,1.000000
-0.188335,-6.035353,81.196305,88.000000,-402.000000,16721.000000,-1.000000,0.000000,0.000000
-0.155756,-5.909458,80.513501,95.000000,-408.000000,16729.000000,0.000000,1.000000,-1.000000
-0.102480,-5.800110,79.855859,97.000000,-387.000000,16725.000000,0.000000,2.000000,1.000000
-0.102141,-5.560590,79.282237,86.000000,-390.000000,16735.000000,3.000000,3.000000,-1.000000
-0.123723,-5.305926,78.749761,100.000000,-384.000000,16722.000000,0.000000,0.000000,1.000000
-0.067525,-5.289994,78.081029,98.000000,-400.000000,16742.000000,0.000000,1.000000,0.000000
-0.088540,-5.067808,77.545751,86.000000,-397.000000,16733.000000,2.000000,1.000000,0.000000
-0.105540,-4.878491,77.015510,86.000000,-399.000000,16734.000000,0.000000,2.000000,-1.000000
-0.119861,-4.741095,76.468473,76.000000,-422.000000,16690.000000,1.000000,1.000000,0.000000
-0.143687,-4.560503,75.983877,103.000000,-398.000000,16711.000000,0.000000,1.000000,2.000000
-0.118178,-4.486632,75.441460,79.000000,-402.000000,16686.000000,2.000000,1.000000,0.000000
-0.138367,-4.340528,74.961638,89.000000,-407.000000,16710.000000,0.000000,-1.000000,0.000000
-0.110609,-4.303372,74.444958,103.000000,-406.000000,16699.000000,1.000000,4.000000,1.000000
-0.131251,-4.173311,73.974632,65.000000,-428.000000,16718.000000,1.000000,2.000000,1.000000
-0.156992,-4.023541,73.535363,95.000000,-406.000000,16713.000000,0.000000,2.000000,-2.000000
-0.180516,-3.903142,73.095263,86.000000,-417.000000,16724.000000,-1.000000,0.000000,1.000000
-0.233703,-3.737023,72.705993,95.000000,-425.000000,16690.000000,-1.000000,1.000000,-1.000000
-0.246013,-3.636403,72.288399,84.000000,-417.000000,16724.000000,0.000000,0.000000,0.000000
